Index,ind01,ind02,ind03,ind04,ind05,ind06,ind07,ind08,ind09,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25
RBFOX2,3.934735,3.924554,4.028594,3.801323,3.878098,3.858912,3.893185,3.856337,3.739168,3.866375,3.923224,3.886948,4.011852,4.107824,3.854062,4.055383,3.933777,3.978193,3.872205,4.030751,3.939919,3.934698,3.881191,4.296946,3.896538
CD63,5.893182,6.108895,6.138401,6.108241,5.914854,6.283379,5.688419,6.192727,6.568725,5.996879,6.001588,5.955191,6.067036,5.658927,6.224653,4.49381,5.454098,5.637904,5.852988,5.578258,5.579636,5.799279,5.959618,5.830954,5.841452
PTPRN2,5.750883,5.48351,6.657586,5.700506,5.482473,5.507644,5.267159,5.994134,6.470343,6.558878,6.09942,6.065153,6.507265,5.895422,5.447848,4.827893,5.597272,5.662999,5.796356,5.714459,4.976056,5.858243,6.739566,4.982913,6.251405
STAT3,3.482024,3.465835,3.463643,3.472186,3.548963,3.428171,3.519305,3.475807,3.41929,3.489039,3.599094,3.495972,3.489878,3.591574,3.480959,3.694479,3.584443,3.478041,3.454416,3.511138,3.51223,3.486335,3.443683,3.72928,3.445079
ANKS6,3.712383,3.6519785000000002,3.6607635,3.5792275,3.6561139999999996,3.7660460000000002,3.6282455000000002,3.564257,3.7665565,3.599254,3.5424105,3.6291295000000003,3.643352,3.5970105,3.865665,3.5884415,3.5966725000000004,3.5640785,3.5410855000000003,3.573161,3.5954365,3.5347735,3.7312445,3.6220285,3.6211789999999997
DCXR,3.783347,3.797695,3.877808,3.695636,3.725263,3.772091,3.743825,3.638268,4.059176,3.788276,3.690258,3.983681,3.996281,3.786332,3.80561,3.852247,3.744917,3.816105,3.7486,3.815531,3.720472,3.756573,3.842717,3.859494,3.746762
PPARD,5.814808,6.176452,5.997983,6.674541,5.983551,6.371578,5.487176,5.902521,5.824729,5.83396,6.046133,5.819381,5.747025,5.514656,5.808153,5.336158,5.62483,5.921677,6.023905,5.637645,6.11401,6.088068,5.939444,5.515184,5.779903
LETM1,4.881814,4.980382,4.444166,5.934909,5.101511,5.068063,5.050484,4.284251,4.506657,5.854235,5.674582,5.789427,6.387493,5.623974,4.400508,4.77811,5.566939,5.999174,5.644279,5.888472,5.443167,5.854195,5.615966,5.587316,5.874973
UMPS,5.013514,5.60711,5.608216,5.63728,5.47938,4.791687,4.754927,5.840419,6.410656,5.763725,5.671107,5.464799,6.340536,5.199188,5.348781,4.958312,4.820425,4.540499,5.246963,4.642308,5.505472,5.517337,4.990716,4.496055,5.147978
ZNF195,3.287084,3.27741,3.225093,3.293731,3.273864,3.240757,3.244724,3.232678,3.229444,3.260411,3.277528,3.258717,3.283331,3.281856,3.23352,3.36042,3.254416,3.287279,3.271508,3.263077,3.241887,3.253485,3.243496,3.33541,3.249386
LMAN2L,3.780859,3.737916,3.803041,3.861748,3.806982,3.801284,3.831505,3.73162,4.226115,3.92351,3.719871,3.855274,3.763153,3.883859,3.906612,3.779484,3.82937,3.745464,3.853767,3.759247,3.715014,3.765848,3.826762,3.795475,3.966837
PNPLA2,3.290706,3.233639,3.261052,3.297077,3.291179,3.244711,3.250028,3.239896,3.250425,3.268158,3.252836,3.229173,3.261909,3.24423,3.264091,3.264399,3.24264,3.313233,3.233252,3.24298,3.254402,3.248519,3.236063,3.299832,3.244623
SLC7A9,3.454859,3.48869,3.665143,3.480065,3.460597,3.552569,3.449341,3.507816,3.632096,3.434711,3.425543,3.478937,3.449025,3.449226,3.51266,3.437466,3.386565,3.382356,3.441557,3.37847,3.387572,3.419486,3.446965,3.393634,3.483037
TP63,4.170732,4.00729,3.773241,4.088831,4.047226,3.965635,3.982294,3.823425,4.039111,3.974516,4.058435,4.013263,4.058435,3.937311,4.217494,3.996173,4.125313,4.110476,4.134971,4.165768,3.972674,4.033276,3.879797,4.0796,4.200861
PREX2,3.964792,3.958943,4.024464,4.063906,4.032368,4.091701,4.027194,4.036744,4.499433,4.161426,4.04074,4.14866,4.106427,4.032893,4.081093,3.887414,3.996118,3.958584,4.020018,4.011688,3.878154,3.988735,4.096331,4.031612,4.148403
WT1,3.559392,3.526092,3.8134,3.631508,3.50116,3.744052,3.558347,3.356187,3.776297,3.55105,3.508625,3.710873,3.575264,3.438384,3.56302,3.404071,3.507842,3.519426,3.603165,3.568049,3.671272,3.727274,3.606241,3.453783,3.605126
CDKN1B,3.359758,3.36968,3.373552,3.379743,3.349147,3.350014,3.37475,3.323218,3.32554,3.307652,3.446982,3.374422,3.314313,3.382871,3.375304,3.531555,3.355191,3.425699,3.347684,3.37986,3.365273,3.415978,3.350286,3.424761,3.357852
SEMA6C,3.215938,3.163154,3.174429,3.172535,3.15522,3.174099,3.190108,3.167669,3.183338,3.174521,3.217004,3.240931,3.183693,3.173557,3.266893,3.19393,3.212239,3.162355,3.191564,3.173773,3.172482,3.175007,3.177021,3.177161,3.21008
SEZ6L,3.241244,3.244345,3.218503,3.252403,3.188715,3.225922,3.237633,3.265781,3.216802,3.323383,3.186267,3.168055,3.287575,3.294378,3.366234,3.23815,3.202485,3.225909,3.355382,3.174099,3.188757,3.324174,3.158217,3.250038,3.291085
RAPGEFL1,3.971807,4.192564,4.254674,4.166653,4.122719,4.411699,4.074116,4.117541,4.231518,4.22456,4.116446,4.121176,4.213819,4.084975,4.16386,3.798168,4.057574,4.043847,4.212028,4.04169,4.128288,4.123937,4.143119,4.11329,4.081927
GNGT2,3.297418,3.286114,3.37533,3.371237,3.300055,3.293282,3.268366,3.455029,3.30204,3.236393,3.366458,3.380383,3.346654,3.350513,3.345785,3.249934,3.338289,3.330355,3.343133,3.25122,3.329771,3.346047,3.267494,3.392833,3.505023
CTNNA3,4.62284,4.756821,4.776033,4.930202,4.590847,4.929072,4.531491,4.384637,4.768254,4.759049,4.68237,4.960016,5.294752,4.616773,4.850323,4.460597,4.905059,4.568776,4.866816,4.665574,4.506146,4.673419,4.743458,4.750685,5.008214
GSK3B,3.444631,3.526351,3.515777,3.529237,3.515,3.666537,3.4499,3.52984,3.749391,3.623858,3.524392,3.537266,3.667318,3.473745,3.500373,3.456297,3.485134,3.430263,3.535539,3.476536,3.453609,3.478983,3.636001,3.479293,3.90138
PKP1,5.273929,5.281319,5.365949,5.215121,5.044171,4.777585,5.771237,6.185966,5.900641,5.545607,5.505039,5.54585,5.347857,5.606537,6.0309,5.189372,6.033586,5.141834,5.847424,5.664173,5.599635,5.869074,5.9595,4.869755,6.051408
ALDH8A1,3.186386,3.211933,3.235652,3.187591,3.193919,3.284589,3.166814,3.242128,3.178652,3.295431,3.126985,3.189544,3.185236,3.201374,3.17358,3.171211,3.219783,3.171414,3.246821,3.177744,3.164108,3.178652,3.153858,3.162372,3.161757
PEPD,6.208115,6.210445,6.695794,6.188541,6.317142,6.740936,6.116092,6.057669,6.946012,6.815093,6.501385,6.678764,6.855347,6.211259,6.020544,5.598512,6.229759,6.407203,6.852691,6.14053,6.299734,6.456241,6.417352,6.653539,6.47572
NLRP5,4.139424,4.06856,4.760966,4.208419,4.266353,4.49799,3.914897,3.879041,4.386077,3.889424,3.829025,4.253218,3.963234,3.877131,4.280632,3.703077,3.719604,3.627898,4.134393,3.70107,3.640392,4.021008,3.848175,3.753314,3.748635
ATF3,3.152188,3.199927,3.174429,3.157833,3.239057,3.174099,3.182775,3.146512,3.265544,3.249825,3.173264,3.142048,3.212594,3.179518,3.161774,3.183276,3.174099,3.181825,3.153861,3.151341,3.16479,3.239864,3.251891,3.182775,3.152807
PARVB,4.399795,4.529577,4.560683,4.675344,4.475591,4.526036,4.27619,4.46902,4.60003,4.499294,4.404019,4.408415,4.628853,4.321693,4.381158,3.97714,4.341528,4.325933,4.40707,4.343022,4.567546,4.444772,4.388717,4.398599,4.413297
ACP6,4.250446,4.234952,4.331815,4.462686,4.431614,4.403214,3.999954,4.339077,4.704172,4.421856,4.198862,4.391752,4.672216,4.295771,4.460235,3.648319,4.300216,4.118575,4.298961,4.349472,4.117088,4.276546,4.367691,4.289868,4.470222
ITIH6,5.869137,6.26361,6.099761,6.305397,5.998831,6.320733,5.765896,6.426538,6.742223,6.237306,6.03142,6.035361,6.503232,5.962324,6.006671,5.204947,5.812434,6.028536,6.094692,5.956803,5.706261,5.747939,6.136748,6.100862,6.429917
MAPRE2,3.977659,4.23805,4.071464,3.846904,3.733033,4.086441,3.826488,4.293928,4.216564,3.651642,3.457368,3.89995,3.722924,3.677626,4.371667,3.733145,3.479943,3.449085,3.738319,3.572701,3.676118,3.643639,3.88814,3.655423,3.76576
C1GALT1,3.22432,3.20753,3.225646,3.22109,3.247824,3.210969,3.227479,3.213053,3.191495,3.32761,3.223861,3.213864,3.220546,3.242734,3.257184,3.28807,3.219783,3.241741,3.225721,3.227191,3.231225,3.220039,3.195727,3.222538,3.196069
TMEM38B,3.278752,3.259962,3.245064,3.303869,3.26863,3.26098,3.245847,3.377154,3.206885,3.27669,3.229116,3.235556,3.235664,3.237334,3.276055,3.362312,3.259558,3.346723,3.254363,3.230691,3.272332,3.257583,3.258381,3.274983,3.279207
KHNYN,4.973821,5.036795,5.091681,5.113955,5.069322,4.949904,4.965402,5.038937,5.36579,4.90615,5.02678,5.047152,5.049125,5.056729,5.375326,4.874004,5.017824,4.944335,5.03413,4.961255,4.914526,5.056536,5.080343,5.005151,5.122132
HBS1L,3.242467,3.271125,3.255949,3.273725,3.257947,3.293949,3.254873,3.256145,3.24318,3.252442,3.292288,3.264501,3.254317,3.231502,3.267459,3.264053,3.243487,3.270693,3.249476,3.279108,3.27952,3.266805,3.278365,3.287151,3.243179
ITIH1,4.190773,3.637306,4.131965,4.293511,4.335259,4.630966,4.361814,4.018936,4.598148,4.790965,4.383819,4.636298,5.024102,4.257816,3.929327,3.80922,4.824836,4.310099,4.557053,4.699175,4.197066,4.852947,4.710996,4.097602,4.840683
RINT1,3.163254,3.183875,3.175462,3.182733,3.177834,3.168866,3.183614,3.195305,3.168406,3.203687,3.182238,3.173037,3.171346,3.190813,3.181892,3.188094,3.183562,3.190537,3.175064,3.187103,3.187057,3.164128,3.170381,3.186693,3.174474
SDCCAG8,3.229803,3.218779,3.258693,3.256895,3.232773,3.222545,3.232298,3.196436,3.210462,3.260666,3.219639,3.260802,3.201815,3.215021,3.28655,3.229495,3.244278,3.224797,3.204043,3.313149,3.311695,3.208826,3.223118,3.233927,3.263188
ZGRF1,3.929231,3.803265,3.829044,3.578279,3.75867,3.781729,3.778924,3.77183,3.739533,3.833472,3.920698,3.865679,3.875735,3.87458,3.777074,3.937847,4.012136,3.911112,3.9864,3.891931,4.006202,3.951097,3.888648,3.748604,3.945161
PODXL,3.481981,3.67173,3.235652,3.522528,3.456463,3.504862,3.744224,3.188825,3.144883,3.195931,3.554987,3.378022,3.266915,3.294378,3.284589,3.137904,3.510607,3.885168,3.163896,3.513037,3.234853,3.175007,3.607549,3.378022,3.144883
CYP2U1,3.507133,3.585867,3.605697,3.575912,3.603145,3.652758,3.552451,3.648077,3.827717,3.723047,3.590341,3.617759,3.547238,3.525476,3.890299,3.520991,3.582441,3.621588,3.54468,3.478203,3.560571,3.577775,3.807385,3.639628,3.477455
MIPOL1,5.305952,5.116859,5.303667,5.148901,5.368974,4.837572,5.065444,5.332094,5.452861,5.109064,4.960137,5.271986,5.286757,5.084291,5.507738,4.668139,5.048227,4.569862,5.221444,4.897996,4.862544,4.97447,5.153841,4.560828,5.206696
DLAT,5.171791,5.397975,5.376286,5.286673,5.303267,5.423306,5.452871,5.213572,5.623635,5.598757,5.484982,5.461745,5.620844,5.638836,5.271865,5.475068,5.633611,5.557578,5.616406,5.528525,5.482845,5.625791,5.455774,5.513771,5.543358
IFT43,3.414614,3.304235,3.326122,3.331108,3.385567,3.585351,3.368711,3.425696,3.617507,4.10991,3.781687,4.245749,4.607381,3.609103,3.656785,3.381623,3.571984,3.665236,4.287493,3.690951,3.571127,4.043425,3.611554,3.430102,3.95185
COG4,3.274495,3.323864,3.409013,3.504205,3.500026,3.499693,3.500892,3.274026,4.409713,3.284894,3.254296,3.397552,3.308215,3.412436,3.604746,3.300338,3.28792,3.2914,3.28519,3.274257,3.260257,3.230893,3.287601,3.245152,3.334232
LAMC2,3.374009,3.372761,3.495008,3.321162,3.355803,3.398334,3.292287,3.372526,3.886014,3.616677,3.405163,3.448076,3.785983,3.369003,3.459764,3.256349,3.408714,3.364732,3.404406,3.399563,3.372761,3.369136,3.452109,3.346364,3.470204
CHST5,4.458552,4.586298,4.566648,4.337302,4.189927,4.693155,4.494558,4.343275,4.29208,3.798672,3.975228,3.960789,3.663207,4.084351,4.878146,4.340027,3.70453,3.916154,3.946275,3.940395,4.313065,3.730169,4.191693,4.170583,4.124017
AGPAT2,3.412277,3.369668,3.394113,3.367811,3.352773,3.384753,3.386977,3.374965,3.356764,3.345284,3.373501,3.414341,3.370582,3.377705,3.375364,3.409639,3.369732,3.389628,3.406667,3.374793,3.38437,3.377838,3.392189,3.34512,3.415331
MAPK3,3.20725,3.179616,3.194187,3.209806,3.19019,3.208942,3.220744,3.216196,3.20656,3.229222,3.211034,3.230757,3.192136,3.222675,3.215692,3.200767,3.21585,3.214286,3.205396,3.217251,3.200767,3.205528,3.20772,3.22302,3.22254
MTRFR,4.664306,4.657729,4.764034,5.268088,4.953657,5.126431,4.841172,4.695104,5.514374,5.330656,5.167997,5.177739,5.833552,4.890711,4.754357,4.524607,5.117337,4.839351,4.996636,4.906662,4.794569,5.075583,5.326763,4.664936,5.513599
SPTA1,3.296078,3.180149,3.265542,3.185539,3.151497,3.197341,3.22585,3.447988,3.243123,3.195931,3.258252,3.273038,3.266915,3.222092,3.213135,3.308755,3.235418,3.206589,3.329826,3.295649,3.292843,3.51706,3.173362,3.237031,3.273177
MARCHF3,3.418499,3.410346,3.404113,3.448925,3.239057,3.589744,3.374699,3.345762,3.331585,3.325842,3.355407,3.378021,3.450478,3.528139,3.352618,3.350619,3.272733,3.278007,3.246821,3.387857,3.470145,3.540137,3.404065,3.384026,3.291476
SLC46A3,3.185937,3.219818,3.188825,3.175666,3.178938,3.212563,3.175813,3.161112,3.182618,3.20005,3.187394,3.195089,3.172195,3.185757,3.172978,3.169919,3.203068,3.197757,3.181929,3.194865,3.18955,3.204981,3.177511,3.18955,3.192032
WWC1,7.832458,9.090725,8.422238,8.576121,8.628045,8.606053,7.878194,8.802568,8.808173,8.286192,8.602042,8.47952,8.692882,8.738074,8.588587,6.432594,7.670498,8.136226,8.320595,8.458031,8.054049,8.201088,8.277211,8.822824,8.307798
IL23R,3.522021,3.572123,3.497038,3.519829,3.489479,3.508341,3.542175,3.629673,3.384074,3.485988,3.623333,3.502297,3.588339,3.519685,3.495966,3.453641,3.510402,3.670413,3.526329,3.577937,3.574902,3.578674,3.487031,3.522936,3.525246
RPS4Y2,3.364809,3.360547,3.296874,3.344865,3.338925,3.328468,3.305323,3.323114,3.267683,3.313932,3.367894,3.302756,3.295704,3.324225,3.32523,3.39418,3.319161,3.32303,3.293837,3.349165,3.34578,3.290625,3.315974,3.341613,3.328126
IDH2,4.004196,4.129245,4.317675,4.341455,4.520682,4.465769,3.864161,4.276075,5.104834,4.748878,4.354408,4.630455,5.277397,4.27325,4.27958,3.536932,4.152163,3.854655,4.592857,4.240353,3.829628,4.415873,4.373878,3.843744,4.573167
KYNU,3.726673,3.495284,3.581361,3.847976,3.790638,3.600378,3.606038,3.830196,3.964236,4.239073,3.522614,3.971634,4.265321,3.96426,3.59814,3.612373,3.778023,4.21781,3.781875,3.924761,3.602063,3.992309,3.660043,4.083282,4.206755
NKAP,3.227689,3.180149,3.196393,3.32915,3.177361,3.158177,3.210103,3.146513,3.167513,3.156551,3.214003,3.189545,3.22787,3.18919,3.141682,3.180281,3.143868,3.159371,3.202044,3.158984,3.228497,3.18213,3.173175,3.146112,3.169325
OR1N1,3.299224,3.287235,3.27649,3.272753,3.346213,3.282702,3.311434,3.320455,3.274466,3.296621,3.311892,3.307207,3.321627,3.378022,3.306382,3.335666,3.305675,3.306332,3.296926,3.292092,3.306553,3.308479,3.318731,3.31527,3.284035
CORO7,3.182896,3.215837,3.1486,3.251279,3.196935,3.177115,3.207223,3.29376,3.229496,3.248698,3.153566,3.171071,3.168904,3.173202,3.160647,3.215818,3.196941,3.202017,3.190481,3.198865,3.209759,3.225311,3.170295,3.18332,3.235489
CD74,3.568797,3.701759,3.685156,3.68223,3.692125,3.76246,3.670667,3.596722,3.8956,3.785577,3.804518,3.734245,4.064294,3.677079,3.80977,3.652777,3.701827,3.636879,3.819017,3.681879,3.689319,3.739991,3.790807,3.693482,3.793867
DPH7,3.493192,3.431077,3.474758,3.382064,3.469418,3.380975,3.538565,3.3952,3.359587,3.415295,3.484468,3.458042,3.314286,3.472749,3.404489,3.450572,3.387483,3.440621,3.389812,3.418328,3.422275,3.417958,3.41747,3.417253,3.352402
MGAT1,4.413354,4.411458,4.63981,4.625682,4.665991,4.725196,4.198732,5.032936,5.044779,4.304004,5.199954,4.738053,4.810083,5.328741,4.944149,3.563291,4.597091,4.829727,4.754323,4.465876,4.34298,5.029243,4.729038,4.891692,4.659328
SH3TC2,3.524685,3.254438,3.289856,3.291069,3.321823,3.256747,3.47731,3.290426,3.364654,4.060613,4.005463,4.080816,4.656193,3.723037,3.297753,3.385667,3.966335,3.842624,4.277708,4.05337,3.762745,4.157918,3.855814,3.583351,4.224705
CD96,4.738505,4.967387,4.782663,4.795131,4.643468,5.003881,4.6707,4.604193,4.620015,4.634675,4.728547,4.814969,4.672931,4.627034,4.862319,4.687982,4.507213,4.756581,4.635747,4.598831,4.588952,4.73822,4.872154,4.694868,4.686469
REPS2,3.160522,3.178632,3.170526,3.163681,3.168055,3.158177,3.173663,3.183313,3.175007,3.250662,3.135493,3.147983,3.289575,3.174874,3.17358,3.211978,3.214271,3.143868,3.163896,3.20467,3.155134,3.193139,3.151102,3.17312,3.144883
TLX1,3.509216,3.517826,3.478481,3.493815,3.490002,3.547908,3.517715,3.419055,3.387211,3.484737,3.56226,3.561654,3.439415,3.485172,3.41754,3.546314,3.492033,3.620305,3.46985,3.540923,3.568333,3.520531,3.532176,3.545499,3.506547
GRIN2B,3.292593,3.28107,3.31352,3.294644,3.232363,3.359243,3.408202,3.298045,3.331493,3.281719,3.328846,3.329822,3.301192,3.305004,3.314873,3.316354,3.258519,3.33215,3.335618,3.258519,3.272858,3.372504,3.375991,3.248466,3.390977
TCF20,4.208924,4.527369,4.242376,4.627746,4.696276,4.803981,4.505778,4.527108,4.52412,4.53627,4.548522,4.444977,4.469158,5.147478,4.591078,4.268112,4.436738,4.449733,4.721234,4.88278,4.508916,4.330805,4.545038,5.062689,4.679444
SLC35G1,4.579543,4.694183,4.702287,4.645798,4.567752,4.950397,4.594004,4.491061,4.680248,4.633461,4.441206,4.547594,4.595729,4.562387,4.524417,4.571328,4.551007,4.434068,4.599016,4.489803,4.47062,4.510627,4.490794,4.498269,4.60804
ABCA5,3.1895,3.148365,3.295431,3.165289,3.177675,3.230204,3.123181,3.188825,3.274608,3.158604,3.165607,3.211034,3.148983,3.174874,3.284589,3.178632,3.177945,3.242391,3.220655,3.174099,3.234853,3.143247,3.214549,3.188252,3.188252
TRIB2,3.208052,3.198096,3.160033,3.231743,3.266932,3.181919,3.230411,3.270004,3.182827,3.48393,3.279649,3.180855,3.266982,3.268162,3.138616,3.15303,3.201975,3.181825,3.211034,3.166803,3.188522,3.187003,3.204312,3.133667,3.195662
ABCG5,5.654773,5.695772,5.599985,5.511748,5.364767,5.458484,5.401242,5.503664,5.718816,5.426002,5.345761,5.273146,5.471735,5.702188,5.66039,5.67492,5.531243,5.476625,5.61608,5.590683,5.23465,5.636507,5.668785,5.563651,5.796238
ADRB1,5.421038,5.638459,5.520304,5.394459,5.049266,5.44257,5.078791,5.362276,5.218031,4.999937,5.32922,5.523456,5.391731,5.156488,5.373847,4.882624,4.983506,5.152469,5.36528,5.04204,5.383795,5.498236,5.463795,5.224576,5.231499
CYP4Z1,3.292431,3.18733,3.223479,3.246553,3.158678,3.252587,3.41708,3.167669,3.175007,3.252862,3.135493,3.218247,3.176085,3.264662,3.197006,3.185812,3.235418,3.174874,3.230433,3.390329,3.366556,3.2424,3.256387,3.187745,3.185812
AMHR2,4.550352,4.475773,5.04607,4.516019,4.374252,4.548647,4.449202,4.300731,4.781458,4.618072,4.385658,4.76796,4.783075,4.334507,4.663298,4.190351,4.115828,4.169186,4.567297,4.327386,4.394221,4.639103,4.542629,4.301536,4.222376
CD209,4.432078,4.240222,4.287451,4.353405,4.390713,4.460979,4.536977,4.345912,4.914651,4.627477,4.582306,4.513307,4.522079,4.440231,4.472118,4.617143,4.545409,4.627015,4.66669,4.604506,4.490911,4.741786,4.727965,4.543964,4.5936
B3GALNT1,3.326906,3.43858,3.299046,3.26436,3.4533,3.292289,3.305395,3.315499,3.251129,3.261486,3.229881,3.294528,3.260088,3.301548,3.300254,3.354184,3.270542,3.375436,3.265099,3.285465,3.399948,3.256019,3.410231,3.299065,3.262961
POLRMT,3.459887,3.487537,3.487114,3.431309,3.267393,3.528299,3.226242,3.20239,3.439307,3.604337,3.264469,3.432354,3.552473,3.87023,3.549001,3.363178,4.057364,3.781255,3.378263,4.121287,3.454665,3.855458,3.474513,3.538283,4.034756
NPHP1,5.30894,5.169132,5.580707,5.03508,4.974202,5.038314,5.070004,5.064965,5.117407,5.197835,5.032251,5.384202,5.215349,4.946594,5.271319,4.858389,5.054154,5.098433,5.42944,5.095651,5.12099,5.307739,5.287243,4.847832,5.10219
MNX1,3.307255,3.265421,3.331354,3.31952,3.26523,3.290298,3.383282,3.278029,3.326315,3.450093,3.258137,3.211317,3.266915,3.372315,3.280245,3.324325,3.483601,3.276664,3.399007,3.311852,3.319321,3.29385,3.326728,3.288564,3.307413
KCNA2,3.283959,3.322441,3.439123,3.213249,3.232566,3.232566,3.230699,3.203773,3.218197,3.241126,3.254775,3.211034,3.232566,3.22333,3.225647,3.222373,3.224324,3.234605,3.287124,3.214287,3.207767,3.223018,3.221391,3.242161,3.209989
DYNC1H1,3.913931,3.80976,3.886945,3.82156,3.825085,3.891416,3.919922,3.818063,3.930031,3.958848,3.82246,3.928103,4.120148,3.824007,3.817647,3.81275,3.903564,3.906139,3.90707,3.913571,3.876751,3.907765,3.943938,3.92955,3.917218
ARID4B,3.182032,3.149771,3.160898,3.167899,3.219518,3.190808,3.18038,3.155299,3.180828,3.182447,3.171428,3.194398,3.23786,3.160655,3.175436,3.193896,3.178,3.206115,3.171282,3.181262,3.178631,3.174169,3.157278,3.16604,3.178486
FFAR4,3.656837,3.675325,3.600047,3.540981,3.550731,3.670825,3.651863,3.546309,3.578206,3.56332,3.6338,3.613785,3.57233,3.587655,3.524663,3.673996,3.589093,3.670876,3.631296,3.782495,3.593852,3.559172,3.663051,3.66424,3.710586
STK39,3.299231,3.324587,3.29799,3.283727,3.290303,3.332058,3.283952,3.249323,3.283607,3.261449,3.319594,3.29123,3.261883,3.298275,3.282516,3.330834,3.282127,3.292172,3.279251,3.289593,3.298565,3.324027,3.296702,3.322882,3.296005
ECEL1,3.431464,3.410685,3.371013,3.427189,3.325977,3.388882,3.429847,3.41516,3.594383,3.277553,3.297888,3.280308,3.375589,3.336834,3.555821,3.30543,3.346109,3.278366,3.390346,3.356888,3.267665,3.307935,3.384326,3.356455,3.399185
FAAH,4.365506,4.240794,4.331236,4.058556,4.134572,4.534774,4.263994,4.061644,4.019222,3.967647,4.134295,4.435288,4.133657,4.121016,4.182687,4.42204,4.22218,4.250993,4.430495,4.07713,4.271052,4.118324,4.208159,4.234264,4.129227
HEXA,3.420268,3.41093,3.404758,3.420517,3.449035,3.396039,3.397032,3.347083,3.405792,3.428547,3.410062,3.383469,3.394126,3.424447,3.447315,3.373762,3.394542,3.377448,3.373908,3.367269,3.338155,3.389599,3.444791,3.37535,3.416469
