Index,ind01,ind02,ind03,ind04,ind05,ind06,ind07,ind08,ind09,ind10,ind11,ind12,ind13,ind14,ind15,ind16,ind17,ind18,ind19,ind20,ind21,ind22,ind23,ind24,ind25
SERPINB8,3.415229,3.446454,3.405856,3.402781,3.444342,3.416249,3.431916,3.391377,3.38341,3.409333,3.433712,3.384774,3.407308,3.435084,3.399908,3.463948,3.397576,3.473992,3.38167,3.427003,3.42789,3.426798,3.423846,3.433525,3.376639
DACH2,3.587495,3.875249,3.983511,3.673937,3.64298,3.813463,3.508698,3.750215,4.211285,3.675341,3.842392,3.818158,3.996173,3.553046,4.065516,3.474845,3.594309,3.62734,3.593508,3.732975,3.396624,3.551516,3.595574,3.775009,3.87258
SLC24A1,3.241952,3.154462,3.238962,3.308768,3.232588,3.272915,3.243164,3.641769,3.549447,3.28674,3.188321,3.338315,3.272482,3.237363,3.206214,3.21749,3.284835,3.165468,3.213748,3.200274,3.25126,3.20778,3.69017,3.284424,3.353124
SPPL2B,4.724085,4.524965,3.977492,4.032511,4.242356,4.246471,4.383951,3.753079,4.173793,4.22569,4.428113,4.036723,4.299034,4.522562,4.502323,4.940121,4.004626,4.402148,4.079081,4.531312,4.099534,4.068462,3.766969,4.575327,3.965896
TLN2,4.628577,3.871448,4.433274,3.479372,3.446676,3.521454,3.803788,3.569238,3.534189,3.618739,3.755089,3.915458,3.509878,3.622741,3.498992,3.429218,3.435881,3.500908,3.704391,3.544496,3.601007,3.499677,3.841258,3.433921,3.539382
UNC45B,3.268624,3.294308,3.275008,3.299287,3.255305,3.305477,3.324136,3.332226,3.297575,3.310945,3.283677,3.292916,3.313924,3.304544,3.292221,3.295212,3.305246,3.287122,3.300782,3.25963,3.307043,3.294111,3.290865,3.273077,3.290806
SS18L1,4.229755,4.485853,4.701413,4.439888,4.280563,4.071782,5.382194,5.079796,4.458735,4.311742,4.033293,4.34254,4.276365,4.130694,4.634249,4.088791,4.205789,3.952786,4.576059,4.19552,4.10084,4.345959,4.931378,4.163088,4.413393
TSHB,4.052799,3.799089,4.213351,3.776083,3.884731,3.808582,3.959964,3.873071,3.984403,4.464078,4.082768,4.247795,4.315765,4.169683,3.878075,3.923732,4.07366,4.130133,4.366429,4.02352,4.082501,4.424987,4.214803,4.035471,4.275245
CLTRN,3.633431,3.630496,3.646964,3.545501,3.55085,3.751764,3.576936,3.525734,3.447537,3.519525,3.560897,3.496332,3.466198,3.601289,3.717561,3.990194,3.524039,3.723737,3.625201,3.529633,3.604253,3.511916,3.629451,3.735391,3.6423
GLUL,5.805155,5.960215,5.73844,6.195015,5.664415,5.543933,6.476665,6.240708,6.181733,5.63104,5.716336,5.954667,5.917536,5.880473,5.809026,5.840937,6.022989,6.082219,5.969538,6.295428,6.242431,6.27747,6.392384,5.844141,6.497782
MYL2,3.343506,3.328376,3.376171,3.350666,3.365597,3.349846,3.32167,3.328079,3.313744,3.374084,3.401742,3.388059,3.335628,3.354733,3.357114,3.386213,3.314904,3.379122,3.327466,3.41417,3.351177,3.365853,3.312693,3.3876,3.442569
GATM,4.415555,4.291487,4.359595,4.392365,4.297033,4.47924,4.304847,4.246884,4.325517,4.269744,4.168004,4.235635,4.236105,4.184612,4.327849,4.459815,4.264937,4.167874,4.25765,4.164246,4.273341,4.240374,4.334293,4.140819,4.327456
F8,4.030656,4.166355,4.447686,3.716697,3.765822,4.365004,3.894942,4.04591,4.041595,3.947255,4.066992,4.045615,3.846039,3.966161,4.195003,3.792309,3.762475,3.926574,3.889753,3.849118,4.241801,3.966947,3.947049,3.882124,3.936025
PTGER3,3.517255,3.561957,3.517575,3.62195,3.528619,3.580989,3.557268,3.557561,3.55922,3.520116,3.530334,3.524839,3.522553,3.515223,3.539027,3.5686,3.486025,3.508671,3.565689,3.547566,3.507123,3.571953,3.546729,3.510309,3.481306
ACVR1B,5.749077,5.745705,6.042298,5.869169,5.177702,6.077698,5.28908,6.268277,6.35317,5.305171,5.594828,5.380559,6.143497,5.401764,5.470626,4.664267,5.481556,5.10314,5.607236,5.283171,4.932972,5.487454,5.625882,5.23062,5.977623
TSEN54,3.659611,3.560487,3.617279,3.424204,3.404624,3.359537,3.479649,3.418993,3.670618,3.652657,3.168339,3.466162,3.339491,3.594325,3.728387,3.399825,3.514385,3.439934,3.262626,3.514019,3.670609,3.548366,3.607549,3.336727,3.316058
ACADVL,3.33947,3.333961,3.339932,3.331198,3.342271,3.372578,3.33822,3.315973,3.436924,3.367875,3.36147,3.381845,3.423193,3.349354,3.376791,3.303012,3.396118,3.33868,3.3607,3.342709,3.357327,3.383591,3.379699,3.368043,3.370791
ELP4,3.363169,3.323023,3.378335,3.356262,3.346368,3.40573,3.363815,3.328747,3.299098,3.297844,3.325284,3.378022,3.311686,3.350204,3.345423,3.337262,3.365059,3.367764,3.327276,3.301065,3.344234,3.340307,3.32736,3.371878,3.36267
ADAMTS8,4.169197,4.197741,4.436653,4.325638,4.322817,4.298969,4.387128,4.40384,4.937091,3.953105,4.361139,4.597062,4.401396,4.543426,4.428758,4.036847,4.069203,3.852064,4.411819,4.356516,4.439851,4.363331,4.407673,4.515268,4.361238
CLMP,5.977404,6.335425,6.31136,6.174215,6.080898,6.61031,5.926881,6.297187,6.687088,6.273202,6.21995,6.267417,6.611386,6.451663,6.637868,5.296564,6.009707,6.01311,6.305561,6.234807,5.963894,6.228395,6.055324,6.36123,6.301107
EDNRA,3.251817,3.235778,3.188825,3.170008,3.221401,3.153664,3.202535,3.167668,3.161899,3.137367,3.229059,3.191498,3.180232,3.199682,3.195097,3.178631,3.176052,3.221736,3.189083,3.165905,3.142661,3.160745,3.165607,3.162372,3.20667
NCAM1,4.999214,4.977532,5.021203,4.999191,4.975547,4.973662,4.87882,4.746304,4.674217,5.149155,4.930301,4.994045,4.922606,4.903943,4.972329,5.42584,5.22145,5.422098,5.162619,5.257681,5.209067,4.809808,5.304166,5.369607,4.988879
IFNA2,4.608278,4.716307,4.945927,4.860405,4.672769,4.822122,4.300415,4.564552,4.911836,4.401146,4.271195,4.45456,4.419438,4.528204,4.501506,4.020899,4.372306,4.04804,4.787935,4.094828,4.079082,4.521097,4.366374,4.424987,4.380727
NR1I2,4.988367,4.946874,5.090664,5.405763,4.651498,5.609011,4.83452,4.964292,6.134882,5.66081,5.054644,5.182956,6.191723,4.747533,4.970294,4.713425,4.880284,4.099004,5.10787,4.362484,3.901445,4.698304,5.042278,4.167728,5.361184
SLC16A12,3.327057,3.343448,3.398782,3.349102,3.33255,3.31719,3.333923,3.328821,3.380734,3.32927,3.409668,3.285501,3.320585,3.356742,3.348516,3.314803,3.346532,3.356233,3.312734,3.304899,3.344619,3.316304,3.335835,3.392556,3.336166
MTMR2,3.591342,3.544293,3.731713,3.493402,3.554053,3.633174,3.680741,3.47313,3.469227,3.513579,3.643573,3.536533,3.506473,3.537832,3.565941,3.558794,3.482068,3.568149,3.599856,3.531502,3.57934,3.541643,3.54337,3.546626,3.473389
RFX5,3.478579,3.520167,3.648932,3.491814,3.562336,3.474517,3.503447,3.447488,3.444384,3.44935,3.661204,3.451645,3.509293,3.680494,3.422807,3.494666,3.555031,3.55387,3.541271,3.558619,3.649247,3.43367,3.525116,3.554568,3.436865
ALAS2,3.358848,3.484754,3.49545,3.536099,3.499704,3.586053,3.480737,3.505272,4.144197,3.48532,3.377241,3.578259,3.704171,3.395132,3.607948,3.314289,3.410894,3.373953,3.519069,3.460475,3.328332,3.509122,3.532839,3.321925,3.613861
TMEM92,4.678294,4.915257,4.827676,5.240692,5.045473,5.454944,4.686755,4.913254,5.407162,5.445851,4.925479,4.959687,5.501116,4.719265,4.963111,3.81202,5.020933,4.836078,4.80525,4.831523,4.458437,5.029068,5.056948,4.852338,4.86179
ENPP1,4.602318,4.280704,3.836215,4.337453,4.170893,4.61191,4.19059,4.847569,4.864345,4.314968,4.510978,4.423275,4.977807,4.496142,4.744294,4.21697,4.49485,4.460569,4.978144,4.645928,4.402882,4.793096,4.586265,5.07633,4.869559
FAN1,3.206517,3.207032,3.183616,3.215157,3.200943,3.315831,3.187978,3.220548,3.233404,3.315513,3.201693,3.237672,3.293552,3.232657,3.241375,3.21152,3.205822,3.240523,3.232249,3.214369,3.207089,3.222269,3.22499,3.217426,3.255314
DYM,3.911908,3.858343,3.822125,3.686957,3.880045,3.819126,3.799523,3.80729,3.625003,3.665081,3.779221,3.873378,3.770421,3.900104,3.738234,4.116423,3.822371,3.772229,3.708079,3.75179,3.969197,3.845739,3.713326,3.910383,3.561624
CRTC3,3.927854,4.188119,4.096238,4.109049,3.959851,4.466,3.945145,4.062991,4.04737,4.09972,4.088593,3.842848,4.097001,4.104464,3.887929,3.892502,4.010144,3.882745,3.971703,3.795733,3.802349,4.15228,3.897128,3.875817,3.972458
GNAI2,3.171382,3.201039,3.195319,3.208481,3.193919,3.184884,3.184059,3.316321,3.209695,3.211059,3.186497,3.167294,3.169873,3.189188,3.150167,3.199521,3.211256,3.26632,3.16353,3.188413,3.209647,3.273178,3.194252,3.199521,3.242937
MYH3,3.61612,3.63149,3.524656,3.615211,3.590906,3.635175,3.734291,3.839983,3.559944,3.541854,3.370234,3.499883,3.720831,3.586506,4.101125,3.675281,3.496064,3.54079,3.53749,3.475319,3.587512,3.578229,3.543678,3.783912,3.678889
CTSD,7.562357,7.895367,7.878257,8.585379,8.399602,7.956788,7.604643,8.673098,9.041861,8.467783,8.034322,7.977827,8.519419,7.713122,8.3957,6.227692,7.554593,7.337896,7.76239,7.680414,7.433721,7.681943,7.855216,7.601353,7.836445
NAP1L2,3.836934,3.94591,3.965171,3.857578,3.700774,3.932371,3.776573,3.873042,3.987609,3.765498,3.905741,3.9374,3.951736,3.930077,3.922958,3.831572,3.762904,3.661664,3.929749,3.775393,3.838471,3.832742,3.924455,3.931175,3.853284
ARRB1,4.326432,4.341846,4.439955,4.154932,4.210935,4.511308,4.359341,4.159331,4.457614,4.450304,4.515121,4.501046,4.680224,4.453084,4.303015,4.844644,4.556388,4.211236,4.299016,4.501012,4.365205,4.119019,4.443968,4.691075,4.249927
DEAF1,5.962407,6.236539,6.135442,6.663504,6.382278,6.589755,5.990313,6.18722,6.667982,6.288512,5.860124,5.943264,6.094433,5.848399,6.436116,6.112483,5.636677,5.281067,5.857439,5.75728,5.707662,5.831017,6.132068,5.827687,6.017057
BBS1,4.188366,4.793867,4.276673,5.005554,5.398586,5.073075,4.469801,5.153412,5.708587,4.018279,4.182459,4.419302,4.128799,4.053657,5.250121,4.344635,3.83597,3.915817,3.804986,4.252609,3.725887,3.996617,4.491879,3.877948,4.474533
FAM114A1,4.483517,4.62198,4.748323,4.933679,4.692943,4.939084,4.57461,4.337071,5.018959,4.572151,4.478071,4.6706,4.598124,4.566838,4.587604,4.324749,4.579592,4.498681,4.636654,4.490524,4.298137,4.517421,4.556158,4.393116,4.616862
AHNAK2,3.293095,3.263792,3.246799,3.254178,3.288818,3.312622,3.266325,3.267086,3.26113,3.236493,3.35285,3.259128,3.30226,3.274735,3.266251,3.264755,3.296933,3.289495,3.270375,3.261278,3.281382,3.353287,3.275832,3.354871,3.254943
LDLR,3.429458,3.449566,3.427064,3.445405,3.420167,3.326091,3.440164,3.427025,3.805851,3.418258,3.441053,3.427772,3.411712,3.422585,3.556262,3.395164,3.514634,3.423332,3.460897,3.48702,3.401827,3.434535,3.377204,3.511477,3.449197
ST3GAL4,4.404452,4.123954,4.674337,4.118462,4.296923,4.178013,4.406685,4.284829,4.13372,4.394965,4.388253,4.349716,4.666157,4.550723,3.897165,4.489971,4.756198,4.800042,4.724685,4.615296,4.57213,4.70349,4.342849,4.364865,4.349602
ORC4,3.902984,3.584608,3.622731,3.450927,3.616277,3.679218,3.757863,3.729337,3.84393,3.902603,4.175882,4.09479,4.21374,4.187259,3.90902,3.953383,3.886282,4.127161,4.510054,4.289268,4.454394,4.339931,4.202061,4.356323,4.534327
SBF1,3.172685,3.16161,3.233764,3.166166,3.168055,3.158177,3.214386,3.193588,3.202556,3.22697,3.178026,3.168055,3.147095,3.188274,3.198241,3.185283,3.201704,3.181525,3.209146,3.17221,3.211505,3.165778,3.149214,3.144223,3.204716
RPL5,4.077233,4.012729,4.022058,4.066567,4.011054,4.082477,4.15451,4.045475,4.11927,3.990397,3.996355,4.032197,3.952042,3.972252,4.099637,3.991567,4.034457,3.969012,4.027503,4.047439,4.058443,4.03862,4.007204,3.929449,3.941849
CLU,6.028391,6.233613,6.303257,6.427765,6.248038,6.454145,5.542982,6.606904,7.023216,6.208483,6.04047,6.237195,6.893218,5.759662,6.708129,4.562036,5.553901,5.374877,6.380083,5.767023,5.957698,5.883522,6.164016,5.713778,6.225084
RPS4X,3.535454,3.559467,3.541653,3.522453,3.529802,3.558579,3.552877,3.530096,3.504205,3.552662,3.544277,3.550328,3.529365,3.578137,3.526736,3.59646,3.55571,3.606608,3.536595,3.590798,3.538265,3.548637,3.551649,3.569761,3.541779
CCDC107,3.794415,3.872046,3.854725,4.092051,4.003312,4.009356,3.781882,3.86401,4.373269,4.012928,3.939006,4.040456,4.246337,3.888315,4.010179,3.493689,3.812608,3.642044,3.916313,3.753748,3.784889,3.939779,3.967125,3.679989,3.985677
TSPEAR,3.361014,3.262728,3.342396,3.389659,3.261988,3.318789,3.490771,3.331124,3.256663,3.368273,3.298812,3.297016,3.308481,3.31295,3.262456,3.335956,3.446223,3.398553,3.285285,3.358989,3.387954,3.296809,3.316081,3.3037,3.298246
TRPV3,5.980078,6.129626,5.895156,6.521313,6.089411,6.728603,5.553417,6.556674,6.836396,5.684964,5.807229,6.316029,6.708672,5.709927,6.356356,5.271373,5.893204,5.639639,5.816411,5.899054,5.682963,5.914713,6.244514,5.961264,6.227797
MAP2K6,3.623238,3.686641,3.717423,3.729508,3.694061,3.807923,3.668529,3.678798,4.031894,3.642239,3.713607,3.769988,3.886683,3.690547,3.773242,3.488633,3.704536,3.570042,3.718752,3.652724,3.547944,3.701298,3.748704,3.578439,3.695049
BPNT2,3.184673,3.195282,3.187112,3.166342,3.264921,3.172386,3.200822,3.187112,3.159945,3.222207,3.188321,3.211034,3.187112,3.197729,3.213378,3.176919,3.273749,3.174873,3.223252,3.174099,3.158934,3.196938,3.186155,3.178631,3.178631
TAGAP,4.368124,4.604558,4.655662,4.73581,4.533528,4.720308,4.306221,4.656171,5.172021,4.730067,4.305134,4.673382,4.954496,4.357443,4.69965,4.096384,4.370461,4.245311,4.470925,4.234672,4.159686,4.458809,4.559939,4.34134,4.640353
REPS1,3.784698,3.827811,3.880486,4.038242,3.944989,4.053365,3.819799,4.011395,4.490056,4.075799,3.860316,4.001532,4.435132,3.817821,3.891556,3.396206,3.859665,3.743971,4.023127,3.907172,3.673568,4.026056,4.089295,3.852385,4.070399
MMP3,3.324834,3.277445,3.325478,3.247527,3.456522,3.257277,3.234746,3.355367,3.234441,3.305617,3.248257,3.326809,3.286469,3.18901,3.193479,3.385848,3.359283,3.28966,3.247401,3.254113,3.648218,3.198651,3.196533,3.349543,3.237547
PSMA7,3.719627,3.836448,3.779613,3.922091,3.824372,3.895488,3.769548,3.816738,4.121862,3.861925,3.834621,3.849129,3.868779,3.743002,3.857814,3.681302,3.797148,3.709181,3.757787,3.816287,3.750859,3.786369,3.821485,3.792578,3.849653
PI4KA,3.721072,3.678091,3.693711,3.745096,3.769221,3.832173,3.783495,3.663508,3.700875,3.603298,3.710728,3.705032,3.686536,3.709789,3.797841,3.829013,3.679763,3.767245,3.697759,3.736922,3.741121,3.68043,3.670303,3.694915,3.693248
DLG1,3.729561,3.783659,3.758012,3.619019,3.726524,3.885358,3.646449,3.630245,3.948856,3.662969,3.949369,3.852121,3.968782,4.100904,3.692536,3.659223,3.942286,3.705617,3.710988,3.711974,3.771224,3.804174,3.664575,3.947633,3.677839
MRPL43,5.546714,5.554783,5.525748,5.620882,5.599275,5.366866,5.367935,5.572991,5.13693,5.133049,5.40672,4.977361,5.151839,5.548817,5.226159,5.674857,5.469619,5.594816,5.710826,5.226887,5.308856,5.300191,5.384907,5.33968,5.083036
PLD3,3.204482,3.241818,3.183961,3.183207,3.189021,3.24155,3.168488,3.177056,3.200007,3.177509,3.251423,3.214545,3.244139,3.174674,3.182673,3.170887,3.18648,3.167061,3.226407,3.193826,3.186476,3.19405,3.190607,3.186978,3.162324
GNRH1,4.968906,5.024716,5.11837,5.081661,4.995293,5.094378,4.951029,4.734677,5.047265,4.934006,4.817518,4.943491,5.007207,5.085012,5.035882,4.75766,4.982197,4.750468,4.919672,4.968194,4.784329,4.928552,5.047203,5.014174,4.976684
CSF2RB,4.337777,4.255493,4.527349,4.868702,4.578001,4.558208,4.442933,4.391254,4.939495,4.614463,4.337725,4.544426,4.697417,4.410737,4.477679,4.022938,4.428328,4.215564,4.453889,4.380887,4.157193,4.38924,4.624003,4.218161,4.56078
EFEMP1,3.545551,3.568642,3.650288,3.673776,3.627757,3.600511,3.602817,3.55678,4.12007,3.569261,3.572972,3.604143,3.584614,3.592468,3.707763,3.525342,3.629967,3.471734,3.510605,3.549768,3.506425,3.549105,3.537794,3.606345,3.569693
OVOL2,8.922509,9.148369,9.1394,9.19111,9.195379,9.200044,8.652474,8.985504,9.196858,9.154252,9.264624,9.086368,9.161885,8.946283,9.119081,8.039833,8.508064,9.072382,9.377242,9.017273,9.293653,9.109252,9.172506,8.988038,8.790748
GABRB2,3.748306,3.64545,3.677273,3.684709,3.804708,3.637604,3.821171,3.660372,3.82083,3.624152,3.650447,3.784006,3.764757,3.783686,3.848499,3.669277,3.855149,3.572331,3.785184,3.764282,3.748592,3.736834,3.72828,3.584454,3.781933
VWF,6.568485,7.254715,7.013374,6.595943,6.533842,6.780694,6.081582,6.774486,6.382456,6.107514,6.135438,6.547902,6.143013,6.462031,6.989667,6.087276,5.919254,5.897258,6.186319,6.001353,6.308712,6.184007,6.419673,6.242247,6.342782
RFX6,3.144645,3.245161,3.160033,3.154128,3.243532,3.213422,3.180206,3.199583,3.265052,3.195931,3.166547,3.225303,3.22881,3.213237,3.191989,3.21843,3.25826,3.198268,3.211974,3.122066,3.189697,3.176322,3.152042,3.162372,3.161758
F2,3.539338,3.599065,3.570392,3.600559,3.783553,3.555729,3.783537,3.56967,3.592486,3.556713,3.547789,3.555602,3.509231,3.590252,3.552599,3.694011,3.556453,3.55684,3.570239,3.554474,3.57312,3.558557,3.590386,3.562657,3.516318
FBLN5,6.286329,6.531733,6.478667,7.042898,6.626987,7.106567,6.561356,5.929411,7.232424,7.016288,6.739454,6.991057,7.664058,7.009715,6.443584,5.539052,6.483023,6.574875,7.095628,6.573689,5.819775,6.384491,6.571241,7.048076,6.600588
CCDC115,4.315082,4.470238,4.734464,4.781762,4.44848,4.675809,4.357011,4.63014,5.030939,4.635816,4.521421,4.916041,4.796063,4.839427,4.284127,4.409666,4.589479,4.731906,5.2707,4.767536,4.675752,4.672932,4.952564,4.772417,4.60242
BACH1,3.444713,3.512661,3.465925,3.540786,3.533274,3.554243,3.51861,3.484286,3.608707,3.529961,3.499637,3.532576,3.535155,3.507152,3.544014,3.44458,3.490198,3.413006,3.510753,3.480535,3.474427,3.491613,3.523693,3.448174,3.495237
DYRK1B,3.381097,3.463082,3.290882,3.577359,3.475385,3.322063,3.229641,3.406371,3.373067,3.430778,3.501793,3.298674,3.504863,3.289853,3.248984,3.272322,3.403672,3.565807,3.388243,3.340556,3.46311,3.432207,3.307499,3.391558,3.325256
RSPO1,3.430863,3.318005,3.289668,3.294297,3.25988,3.319017,3.239533,3.229243,3.28773,3.287756,3.544465,3.339457,3.319695,3.66496,3.23857,3.378277,3.313419,3.230713,3.402978,3.293277,3.484602,3.222295,3.228422,3.29583,3.177836
GALNT12,4.905753,5.26841,5.27578,5.412946,5.148635,5.554674,4.56037,5.030329,5.788993,5.119348,4.915843,5.100899,5.663957,4.513544,5.370083,4.006176,4.701738,4.400978,4.787508,4.56398,4.762519,4.802362,5.047865,4.847657,5.076568
FAM111A,3.584274,3.552672,3.569625,3.570479,3.556283,3.554556,3.551937,3.516941,3.464612,3.462232,3.60278,3.560301,3.498369,3.65669,3.507426,3.655317,3.537789,3.656288,3.493445,3.588442,3.543148,3.543205,3.499579,3.545833,3.483986
NDUFA4,3.209851,3.225705,3.210367,3.20869,3.204922,3.21345,3.193237,3.222356,3.248646,3.289302,3.216668,3.20869,3.197931,3.220094,3.278442,3.216735,3.252366,3.212112,3.21328,3.208998,3.215334,3.229159,3.241949,3.202473,3.214499
AANAT,3.177488,3.1934,3.182748,3.172646,3.202474,3.183001,3.19398,3.211992,3.185245,3.195931,3.223876,3.194632,3.253417,3.198865,3.22622,3.214375,3.182256,3.189919,3.182111,3.188721,3.205209,3.194153,3.161474,3.199645,3.200776
RUNX1T1,4.449983,4.775927,4.659033,4.866136,4.913875,4.966802,4.916147,5.375893,5.468904,5.115463,4.994931,4.496653,4.852469,4.862501,5.234891,4.694048,4.707197,4.734261,4.260899,4.502301,4.603089,4.689134,4.86178,4.419675,4.980658
ALG2,3.741951,3.63411,3.75632,3.703932,3.743876,3.753578,3.762147,3.80006,4.059214,3.75898,3.599267,3.769559,3.907887,3.680552,3.833492,3.550129,3.759939,3.680552,3.752958,3.699999,3.632295,3.715107,3.844309,3.688344,3.819863
CDK6,3.5397,3.51629,3.47941,3.614351,3.540074,3.711622,3.545325,3.506297,3.866473,3.553751,3.40792,3.434584,3.458529,3.471187,3.631928,3.393936,3.469302,3.363505,3.51477,3.460535,3.418827,3.376183,3.682355,3.467884,3.517012
EPHX2,3.250198,3.217509,3.280359,3.270992,3.624241,3.212386,3.282128,3.554365,3.453675,3.331501,3.22906,3.498286,3.61138,3.342167,3.289894,3.383766,3.195217,3.384635,3.286176,3.244967,3.320954,3.389929,3.330628,3.268804,3.369955
HDAC4,3.217227,3.15631,3.243079,3.153466,3.182338,3.189017,3.212827,3.177353,3.190786,3.222208,3.211034,3.163272,3.199745,3.205714,3.281254,3.207419,3.245711,3.169993,3.223252,3.26509,3.577568,3.289704,3.227332,3.193213,3.235557
ACTN4,3.830148,3.768164,3.873016,3.785737,3.801892,3.84786,3.815939,3.799637,4.110753,3.874034,3.811633,3.961953,4.19591,3.790698,3.898092,3.843813,3.825197,3.728783,3.886432,3.848834,3.75875,3.98095,3.925198,3.748647,3.993586
ABCB6,3.992592,3.952394,4.129991,4.112823,3.982337,4.056899,3.935567,4.37361,4.071608,3.53657,3.993935,4.619795,3.318128,4.060604,4.290769,3.697277,4.176149,4.133481,4.036036,4.195584,4.710875,4.126082,4.627619,3.834577,4.10167
CDC25B,6.57794,6.430979,6.733675,6.870946,6.798683,6.507013,6.885274,6.934332,7.192935,6.953885,6.409097,6.874208,7.060508,6.791403,6.776617,5.662588,6.747673,6.492196,6.912766,6.761606,6.485595,6.569481,7.033347,6.567329,6.804556
JAM3,3.389217,3.489585,3.278929,3.648456,3.612861,3.607311,3.402258,3.525463,3.785647,3.360815,3.354746,3.366652,3.354316,3.375186,3.559442,3.398867,3.372308,3.395068,3.389888,3.284384,3.398826,3.366829,3.386171,3.405385,3.329188
WDR36,4.010267,4.004286,4.022945,3.969576,3.997287,4.011586,4.155518,3.975738,3.949986,3.949604,3.977311,4.0857,3.947222,4.055409,4.066995,4.03199,4.111483,4.012807,4.011494,4.076833,3.965886,4.128049,4.040389,4.011553,4.061361
CHD8,3.85614,3.812645,3.7687755,3.8831145,3.880687,3.8957485,3.8399695,3.799566,4.01424,3.8551985,3.8116190000000003,3.8648795,3.9930355000000004,3.8888475,3.7441265,3.739323,3.8010694999999997,3.722362,3.842364,3.835491,3.780946,3.7862115000000003,3.844763,3.7729615,3.8604805
FUBP1,8.109182,8.758247,8.806123,8.526714,8.142167,8.775377,7.954602,8.10451,8.542654,8.031111,7.979351,8.10005,7.952424,7.871208,8.523294,7.59555,7.740399,7.563102,8.061234,7.778963,7.692369,7.999704,8.307956,8.113184,7.9582
HTN3,3.382708,3.358843,3.364551,3.532614,3.177361,3.378067,3.479477,3.334377,3.33171,3.489821,3.477059,3.518789,3.305926,3.443156,3.360187,3.469039,3.564126,3.373631,3.407371,3.337543,3.227178,3.386047,3.399965,3.429113,3.365894
TCTN2,3.207725,3.198824,3.174706,3.179294,3.193919,3.158177,3.193855,3.188825,3.222011,3.14253,3.149747,3.174469,3.135089,3.225302,3.164412,3.256349,3.146402,3.166152,3.160642,3.158983,3.167428,3.261326,3.194649,3.172219,3.314698
CAPN5,4.366805,4.354257,4.506759,4.214987,4.281341,4.356493,4.437647,4.306764,4.059896,4.314638,4.321002,4.333337,4.216692,4.456009,4.25378,4.524786,4.347372,4.410676,4.405742,4.519048,4.438908,4.228585,4.246158,4.464044,4.333799
ADGRG4,5.231422,5.508994,6.045973,5.506898,5.593548,5.659556,5.212223,5.236039,5.83041,5.662983,4.81693,5.369539,5.429336,4.948278,5.62378,4.598121,4.866728,4.908704,5.389727,4.988555,4.825365,5.189916,5.8743,4.772987,5.388862
DNAJC21,5.365631,5.714152,5.368555,6.186437,6.112325,6.291841,5.466982,5.971715,6.188119,5.466303,4.547235,5.740629,6.008047,4.960057,5.60194,5.385179,5.529555,4.838044,5.704572,5.631577,5.133937,4.991277,5.738368,5.541211,5.666192
GATA1,3.747063,4.224535,4.06413,3.950839,3.672915,3.864594,3.724777,3.811676,4.030405,3.644189,3.637767,3.657495,3.504383,3.720533,3.974385,3.677674,3.474556,3.656166,3.800418,3.626501,3.484227,3.841576,3.659599,3.537026,3.529237
PCYT1B,5.136322,5.062935,5.161506,4.935744,4.80578,5.079784,5.502234,5.455583,5.037152,4.676896,4.431203,5.121478,4.722548,4.924841,5.661473,5.319723,5.564661,5.321728,5.151093,5.398159,5.343319,5.282907,5.48396,5.410635,5.45031
FOXR2,7.243774,8.096593,8.192971,7.763801,7.942379,7.828328,7.539727,8.419997,8.497796,7.905849,7.890265,7.538414,8.068239,7.939596,8.294168,7.179309,7.303741,6.604797,7.624692,7.109279,7.381699,7.824152,7.72584,7.161464,7.926672
PELI3,3.236012,3.204105,3.221792,3.218347,3.250516,3.233292,3.239006,3.247737,3.227232,3.298436,3.272533,3.391878,3.80789,3.315449,3.208445,3.236678,3.355304,3.307952,3.416874,3.339289,3.241758,3.310964,3.243944,3.299479,3.433843
P2RX7,3.304069,3.390234,3.287203,3.349923,3.487238,3.550563,3.349161,3.396985,3.501556,3.321967,3.305966,3.373899,3.30314,3.287556,3.420469,3.304032,3.298951,3.303835,3.291065,3.288762,3.323526,3.30795,3.33608,3.304667,3.331898
FSHR,3.276911,3.32069,3.252351,3.259264,3.221784,3.198582,3.298761,3.256928,3.219062,3.221098,3.279138,3.231306,3.249693,3.254857,3.207859,3.301965,3.228594,3.244359,3.361179,3.319763,3.262473,3.340938,3.270689,3.272455,3.292861
PLAG1,4.8705285,4.3793805,4.554459,4.4231395000000004,4.451893,4.5381735,4.7742185,4.5669825,4.7515955000000005,4.369002999999999,4.3206365,4.5410125,4.638684,4.455863,4.3246035,4.7289375,4.8554965,4.559614,4.8129515000000005,4.7201319999999996,4.555452,4.255644,4.6333795,4.642599000000001,4.531355
TBC1D32,3.608305,3.606388,3.734947,3.757413,3.752395,3.763441,3.661111,3.74011,4.101222,3.796061,3.705254,3.74244,3.725624,3.677526,3.757898,3.591373,3.741649,3.56611,3.748236,3.682859,3.577254,3.701147,3.798074,3.615353,3.762972
VCP,5.816794,5.672059,5.926278,5.570287,5.413103,6.025236,5.542614,5.465724,5.870604,5.972806,5.798357,5.894715,6.434254,5.444514,5.324077,5.409855,5.705419,6.006948,5.818132,5.784854,5.324459,5.979398,5.603203,5.876589,5.771549
