,ind002,ind003,ind005,ind006,ind011,ind012,ind017,ind024,ind027,ind028,ind030,ind032,ind033,ind036,ind037,ind039,ind040,ind041,ind042,ind043,ind044,ind048,ind050,ind053,ind056,ind058,ind062,ind065,ind066,ind067,ind068,ind069,ind080,ind084,ind085,ind093,ind094,ind095,ind096,ind097,ind098,ind099,ind100
DIXDC1,6.754345278,7.045449478,6.984488593,7.303345505,7.128374403,6.930509732,6.800864995,6.773640488,7.02077771,6.623676786,6.624499446,6.632936011,6.970283487,6.50660372,6.707732166,7.250389527,6.779098743,6.252606966,6.16621689,6.1843938,6.894366698,6.508858625,6.789432739,7.160833961,6.446461092,6.503443876,6.622571202,5.628580862,6.47898175,6.811097765,5.61610851,5.914185811,5.838117044,5.667777138,6.702061695,5.320361701,6.244330606,7.086587076,6.936514864,5.787654777,6.81993373,6.89864403,6.462481372
DDHD2,7.881457411,8.326655845,8.582107662,7.966169114,7.98766806,8.434016499,7.914146134,8.218964737,8.039216472,7.836874279,8.296594736,8.186390486,7.99461121,8.162095864,8.328804967,7.92890898,8.185033661,8.559767015,8.867194978,8.004959345,8.323173075,8.021699708,7.960982389,8.622583317,8.238302465,8.061293409,8.324110855,8.362846354,8.049779052,8.858950005,8.609695204,8.338625306,8.381185304,8.282543035,8.491398907,8.726995431,8.336638446,8.808771296,8.58313058,7.983421429,8.284156129,8.160110716,8.128982103
DHCR7,7.101565336,6.965289666,6.902649087,7.211365326,7.409632469,7.360505778,7.311974072,7.231504698,7.57690994,7.508133105,7.079313036,7.200570941,6.958529904,6.992435174,7.227418054,7.286820606,7.544657319,7.30844383,6.656916409,7.347560906,6.648622975,7.537528096,7.885129336,6.797441578,7.652794796,7.135351673,6.90636752,6.660440937,7.952549824,6.695582372,6.896370605,7.27954222,7.912201373,7.097591346,6.666793432,6.52535601,6.617476815,6.464927173,6.380713428,7.097676713,7.154678516,7.541155932,7.381214267
NDUFA10,8.478568345,8.577971724,8.970212989,8.741184908,9.050741011,8.971382363,8.818527612,8.783630503,8.590642497,8.716398563,9.014782376,8.780401369,9.064677367,8.947526978,9.010210337,8.698324348,8.564810521,9.973417746,9.364543207,8.652112965,9.192464296,8.897942807,8.630745788,8.915908318,8.869224113,8.698137576,8.274694706,9.722207302,8.870357283,9.093812797,9.25548132,8.562102344,9.193684512,9.074164615,9.51167181,9.062449419,8.648400077,9.076825694,8.998169457,8.820828917,8.889453288,8.456011825,9.293393174
TACC3,5.746789218,6.060518848,5.694321545,6.226647929,6.552878406,6.551285972,6.051279899,6.982453932,7.120299926,7.045299892,7.306782206,7.168478642,6.927143017,5.928968753,6.469576078,6.749419965,6.790443902,5.015161734,4.849400715,6.109581813,5.508193208,5.618722325,6.290881556,5.390765661,5.528757783,6.942803077,6.84043817,4.871520913,7.419313383,6.157158559,4.539538948,7.007047377,6.986590922,5.845716461,5.249073438,5.092862252,5.495078217,5.125641474,5.530320548,6.641737524,6.069603128,5.516953632,6.279475601
PBX1,6.7059699,6.266683746,6.0957347,6.712547376,5.801584649,6.07506172,5.92266701,6.187169005,6.039272884,6.059941703,5.697129668,5.846087523,5.810496622,6.168371142,5.83208541,6.00282423,6.862408097,6.224370321,7.798599864,5.734162098,6.297387657,5.45859126,5.459586487,7.076003386,5.712749721,6.157931932,6.213551223,6.415608696,6.59124511,6.213945721,7.811803672,6.244729185,5.913675434,5.599871698,6.315227608,5.541195894,6.968474935,7.980702264,6.625486876,5.433123695,5.866870012,5.689727676,6.669273657
SLC7A7,8.684489675,8.445935827,8.065371388,8.517533074,10.3945669,7.839284744,9.845939923,8.879197823,8.787576931,9.391852355,8.722693213,9.191228967,9.135030375,7.423585907,8.501948352,8.8320062,8.703047877,7.145604247,6.936514864,8.542279822,8.177658896,8.392808431,10.06091706,7.402703935,9.430792391,9.39330027,9.110239037,7.773048076,8.119096705,7.991796312,7.635358524,9.78385358,10.07182909,7.654019563,7.943011924,8.14171461,7.910060404,7.244390642,8.010345822,8.755148926,8.364173053,8.530417635,10.03587203
RGR,5.445515463,5.333368564,5.492844733,5.335284603,5.5694967,5.521486424,5.721071368,5.655320412,5.533465931,5.513507672,5.524653863,5.623700359,5.410849724,5.571526203,5.389409682,5.504211391,5.647799609,5.967096794,6.317069327,5.612549242,5.809516601,5.559014494,5.680893733,6.151717889,5.793162113,5.588480764,5.637858267,5.77835156,5.584651044,6.270779503,5.96330343,5.590877347,6.011007825,5.735663521,5.799316656,5.808080039,5.639124562,5.539606238,5.484758097,5.972702953,5.498970332,5.649608182,5.713443666
VAPB,5.000879445,5.458915667,5.287266112,5.139085825,5.47444203,5.583595772,5.05204787,5.160423621,4.843354456,4.884451809,5.134977727,5.387041259,4.647809143,5.233390345,5.191695744,5.207034366,5.106278794,5.36523062,5.760661864,5.229859063,5.416261323,5.682902018,4.920378598,5.155111721,5.596030509,5.435504377,5.29224185,5.322240617,5.277366382,5.032048348,5.084633315,5.103753479,5.657754145,5.119796112,5.297602578,5.414503878,5.43327887,5.418429924,5.333985217,5.358899495,5.426229969,5.303445314,5.159721839
ABI1,9.278308998,9.184445469,9.181374849,9.174895521,9.156577951,9.198866272,9.106425937,8.982553837,8.97647991,9.168666987,9.191228967,9.410412314,9.072580584,9.131966117,9.138471918,8.913650855,9.203376388,8.80300779,9.046712973,9.072580584,9.133719658,9.128515956,9.310348202,8.836988636,9.411868919,9.186267009,9.266402729,8.500752027,8.916446531,8.877102521,8.99815522,9.108574128,9.18670083,9.154795637,9.294284889,9.36048445,9.466303962,8.667554181,8.872776259,9.230288315,9.093049118,9.314631649,9.124151447
CRTAP,7.837273086,7.961279853,7.875077217,7.818880002,7.960499194,7.887907874,7.349242012,7.879511133,7.807857055,7.478019907,7.806782125,7.748662936,7.428509527,7.544229037,7.501641288,7.686920006,7.359206489,7.334799932,7.97930619,7.94706614,8.004434904,7.481464739,7.65613159,8.522957092,7.294038272,7.514664796,7.740403417,7.751517448,7.461236166,7.763479762,8.31175393,7.471329159,7.318225584,7.465768232,7.627222015,7.992636223,8.067558334,8.009018611,7.886045074,7.266030374,7.620094024,7.936372035,7.526156937
MAPK8IP1,4.689828075,5.100824409,4.393398651,5.45043799,5.314002815,5.272150541,5.163186364,4.593025768,4.523528879,4.728047661,5.015665105,5.387041259,4.790115728,5.22779622,5.055197738,5.021415876,4.977276448,4.716517245,4.853674365,4.353269559,4.550928314,4.507261255,4.811247625,5.334663253,4.676161883,4.916958523,4.685234574,5.032286711,4.816839374,4.864371646,4.121495296,4.325991804,4.259152367,4.271164298,5.009689909,4.639408574,4.480471279,3.994367203,5.210748027,3.954410247,4.533402118,4.561253189,4.527125237
CD3E,6.0628509,5.801191566,5.89603179,5.749603352,5.965016571,6.116270547,6.298570896,6.48640654,5.616594896,5.794177048,6.744875181,6.193632701,6.090935905,6.158137217,5.598024204,6.129103843,6.126143745,5.971819132,5.53072316,6.755956885,6.500491678,6.12405755,6.255428693,5.56340672,5.4581453,6.586425852,6.12405755,5.648977619,5.475615965,5.611147926,6.43147629,6.793528077,5.483322175,5.474397263,5.233606161,4.923975503,5.54454832,5.301618477,5.303297037,5.242356453,5.527775296,5.514137048,5.459826261
EHMT1,5.660917494,5.388127173,5.509653603,5.245479311,5.556293108,5.571851595,5.394227121,5.327582916,5.386916237,5.657640237,5.465322285,5.414599145,5.399365151,5.681479364,5.347508526,5.498593627,5.449247326,5.525383915,5.592864186,5.576670225,5.831030064,5.521103436,5.784928558,5.519030765,5.7019013,5.519961173,5.658057609,5.38400915,5.595980694,5.545464199,5.343702063,5.633611995,5.803287699,5.690807106,5.502692138,5.76331979,5.743715051,5.735248331,5.427668889,5.78336359,5.413694338,5.628658362,5.549073032
CARD9,6.410267284,6.409862397,6.000059385,5.850846637,6.339646398,5.892053406,6.071057625,6.684310699,6.18359399,6.041967623,6.662246165,6.07676154,6.864631903,5.798132661,6.062133045,5.536313333,6.083629393,5.444737316,5.303386293,6.503443876,5.655018375,6.313607804,5.703399821,5.541005222,5.497268297,6.051351169,6.340247153,5.14780136,6.726234508,5.734968011,5.38687044,6.299976003,5.542134421,5.501874342,5.658561625,5.571148857,5.857661476,5.617054562,5.938805733,6.211186329,6.991574081,5.93601554,6.460763833
SMUG1,9.598911307,9.457465646,9.937275247,10.0127323,9.204229334,9.782661127,9.549605681,9.784479154,9.897401317,9.649641089,9.810338473,9.737769751,9.996582371,9.74581603,9.586951417,9.734903499,9.656840703,9.676817661,9.60204421,9.469855234,9.431830551,9.4840905,9.254090612,9.174680316,9.020909397,9.610284317,9.471372401,9.81844721,9.707904772,9.634451134,9.511311474,9.443625374,9.247226953,9.893968917,9.805755384,9.54858498,9.60204421,9.97206982,9.549605681,9.39573044,9.790427942,9.698777581,9.286792391
LMO1,5.460627429,5.229075398,5.065709501,5.139085825,5.16080345,5.047155685,5.024017057,5.383303464,5.586051747,5.116121791,5.297884802,5.170034644,5.53351685,5.471445458,5.662186226,5.182188507,5.319088782,5.57316113,5.361605207,5.213669783,5.719154538,5.5387665,5.308988925,5.644298015,5.296386371,5.236584442,5.183893217,5.596639963,5.434059558,5.624874966,5.650006741,5.406405029,5.505422114,5.086114543,5.196988022,5.327898177,5.886371174,6.109424279,5.305193759,5.623198505,5.418348568,5.23952089,5.301976698
MIR182,5.000324235,5.100824409,4.550648748,5.153933017,4.758416491,5.19009087,4.188763441,5.075681623,5.120029944,5.313132651,5.355271731,4.696264028,5.199244318,4.617033859,5.115257345,5.429868575,5.143517675,5.976338222,4.756511633,5.078086995,5.461143996,5.467319203,5.049805476,5.152247329,5.542527869,5.269291173,5.584537063,5.686499068,5.360655109,5.507611146,5.317988206,5.264088756,5.281025922,5.938805733,5.42897516,5.401784294,5.152743714,5.189905807,5.11323989,5.19873471,5.458356335,5.117913537,5.545221737
EDNRB,7.65096016,7.890785947,7.672145122,7.310694383,7.673512673,7.139251233,7.646544262,7.772605572,7.79599483,7.340444852,7.193476791,7.509990879,7.662328387,7.494866721,7.292287508,7.843603626,7.249804152,7.899967318,8.201975058,7.880686348,7.590295286,7.876595267,8.375057111,8.355057223,7.946861647,7.555547602,8.198295056,7.52682687,7.864720985,8.013625916,8.113917247,7.595095828,6.968241148,7.419038804,7.816299992,7.359025121,7.554987701,7.684429104,7.863833652,7.72994163,7.393114903,7.45889263,7.248470296
TERC,5.944965803,5.474143475,5.737899628,6.037603794,5.876409851,5.844553373,5.451086438,5.504113648,5.671882783,5.806945929,5.254015549,5.998440809,5.658494444,5.630077852,5.53460665,5.566654784,6.853296123,5.090741165,5.438918925,5.426922739,5.849255433,5.497400743,5.361166132,5.248979584,5.132133758,5.864976405,5.73728043,5.161327414,5.927892696,5.401210067,5.737924404,5.544731196,6.06446616,5.328539738,5.695050516,5.227740888,5.056043712,5.296657388,5.633493851,5.457809034,5.437048909,5.990444926,5.514626913
FTH1,9.819620927,10.69735638,10.3258661,9.996247867,10.58265088,10.58505362,10.77476489,10.34935616,9.708452247,10.23605992,10.34045022,9.840432977,10.21644,11.01246978,10.48968228,10.10173961,9.403018698,10.5264399,10.32667226,9.737205005,10.12275536,9.753994833,10.21195528,10.89416912,10.49055063,9.384500764,9.224565585,10.57305276,9.270049709,10.24672032,10.2995417,9.012187824,11.081155,10.85596273,10.92248788,10.16790796,10.76743131,10.77788913,10.82215449,10.14543322,10.57305276,9.834326776,10.73725113
LYZ,12.44780493,11.44545487,10.51964083,14.2118748,11.1849095,12.24272544,11.91080887,12.04998993,13.12121215,12.91237539,11.71647713,14.1534617,12.2055116,10.72351421,11.03705052,12.58707244,13.60876963,11.16508321,11.1076421,12.62480448,12.35016444,10.83566846,12.19689777,11.12429961,12.26348149,12.39328713,13.65364377,11.50371137,12.8006788,11.85124153,12.22545714,13.27899561,12.60369109,12.16819087,12.60280867,10.66956481,12.2858052,11.09522068,12.55765726,13.65216997,11.69079302,14.12071787,11.7851344
ARSB,5.566505639,5.656951801,5.718528731,5.588211993,5.828552608,5.5845413,5.649540608,5.74462017,5.555742095,5.245297467,5.853268952,5.724699549,5.708274976,5.751961759,5.637449367,5.676847181,5.737035959,5.377565033,5.51021613,5.695599943,5.92852612,5.699822729,5.71266656,5.62355107,5.332352644,5.630464477,5.696388559,5.497847792,5.393500365,5.722846214,5.308930411,5.537019447,5.487631703,5.571211906,5.456540957,5.376534149,5.654477448,5.668887217,5.49528774,5.546932006,5.820506814,5.756648157,5.502037752
OSTM1,6.980188103,7.225441347,7.343810493,7.5256491,7.076764569,7.368736255,6.931778721,7.065312387,7.28151541,7.240171681,7.423345267,7.268030883,7.202779716,6.91311016,7.430263926,7.27304011,6.873854752,7.054871129,5.794618898,7.056618239,6.463451585,7.175539964,7.030174275,7.01157029,7.673795119,7.520389303,7.411790722,6.2841893,6.967352558,7.183734464,5.735534158,7.104861591,6.21891325,7.074658103,5.981364855,5.435679096,6.60528769,6.251081367,6.310514532,6.077736438,6.797980604,6.677273517,6.701275448
HMGA1,8.963906658,8.357969834,8.484851713,9.35421563,9.155263117,8.865811521,9.919024133,9.3556943,9.567652649,9.899852569,9.291680833,10.05619609,9.23917495,9.302058167,9.321715885,9.415115697,9.98596089,8.764019704,8.942759694,9.002645574,9.316038436,9.786299414,10.07819001,9.354723869,10.10344333,9.878824044,9.654107285,9.025059178,9.945700246,9.062329478,9.447113295,10.00607794,10.18793359,9.042948608,8.462916974,9.165381961,9.025910697,8.525337862,8.828951397,9.628400641,8.593934387,8.955271527,9.776079718
PCSK1,6.864801681,5.674879775,5.538438141,5.858627756,5.814246789,5.715629952,5.464294521,5.803175063,5.80554203,6.190945918,5.70878122,6.322674457,5.19585709,5.888575015,5.433512478,6.498384918,5.536093801,5.927729118,5.264061402,7.534044198,5.921606993,5.249428403,5.710094643,5.471966459,5.672084038,5.649206455,6.246516646,5.225578919,5.21564478,5.483622566,4.857397227,5.360733287,6.97337058,5.103222121,5.643324118,5.326898145,5.337489911,5.359979532,5.5484684,7.238340263,5.207705955,6.448856961,6.006658044
PZP,5.201546863,5.26452377,5.030511319,5.309266207,5.422857107,5.616199428,5.198079931,5.075681623,5.423010949,5.340169511,5.015665105,5.008094055,5.11751927,4.736125317,5.012367451,5.300081337,5.702004565,5.483436171,5.65749899,5.236179922,5.38447766,5.033899601,5.221836192,5.275218281,5.558861142,5.220009677,5.512220021,5.215888249,5.622892087,5.281025922,5.423201764,4.783773489,4.450579369,5.347667162,5.384607587,5.059303617,5.152943363,5.040778782,5.511577879,5.032091313,5.147037278,5.099506064,5.022516181
AMT,8.251906416,8.516213872,8.170869317,8.057963388,8.082759913,8.315253767,7.895327073,7.72845052,8.080516874,8.011180389,7.964995275,8.168049898,8.045070884,8.096726891,7.922560424,7.872087495,8.164977711,8.155844778,8.571165488,8.525687027,8.069499026,7.887338337,8.057367214,7.766758272,7.601095605,8.452556279,8.142299578,8.219621413,8.266139863,7.654850409,8.510500483,8.225857143,8.436368164,8.013625916,7.782339237,8.297523601,8.300645557,7.974656208,7.996890227,7.812708092,8.231058509,7.890051919,8.443912487
CLCN5,5.629168934,5.620763188,6.142820807,5.62194704,5.7569011,5.470094644,5.507843224,5.797044048,5.987543182,6.041967623,5.905951539,5.557871143,5.878606701,5.42609403,5.787007143,5.98904714,5.861559255,6.439888697,7.176863337,5.901901057,5.856259173,6.049817212,5.96004878,5.93601554,6.07759906,5.657564642,6.028592163,5.747066164,6.139298631,5.674677609,6.734704477,6.410055604,6.004383199,5.530129738,5.706165423,6.343559006,5.511681122,6.089197124,6.018876202,5.536877681,5.97314559,5.650702675,5.616199428
SDHAF2,10.51834757,10.36717606,10.35013521,10.52555255,10.11005541,10.45490638,10.06671571,10.27522332,10.23911301,10.2944431,10.39120041,10.28858434,10.46873453,10.19766254,10.1293163,10.08869456,10.9633679,10.68937121,10.85271061,10.83861248,10.71445858,10.21347997,10.23458274,9.965411578,10.29794385,10.2776085,10.74657752,10.72058431,10.86370463,10.62576312,10.90992091,11.00274603,10.35013521,10.42425454,10.36072084,10.73934705,10.39373902,10.61901574,10.2559419,10.52915364,10.62297196,10.82767473,10.79525645
EXOC3L2,4.819336065,3.901021003,4.469033934,5.139085825,4.975419551,4.798609765,5.526831989,4.642521959,4.41801082,5.198014199,4.620772773,4.696264028,4.598291555,4.504613488,4.915834159,5.005042089,5.187283084,5.020483476,4.809011378,4.398693702,4.589150248,4.917294864,5.094950531,5.000019417,4.835842572,4.701772808,4.617091059,5.019350585,4.991410186,4.80987973,5.121599482,5.174933546,4.566917916,4.708425896,4.200030448,4.456210742,4.36353022,4.519587715,4.262922242,4.091623289,4.454245608,4.47814506,4.641626948
SPANXN4,3.594958334,3.796211461,3.807439988,3.763177306,3.971086713,3.871634399,3.891032153,4.078218634,4.372126705,3.66944166,3.625837151,4.082077422,4.025925477,3.695924389,3.953232944,4.019151802,3.897378972,3.94207545,3.436962716,3.436962716,3.476890658,3.909058383,3.965574783,3.674579441,3.749375784,3.716802833,3.664163056,3.829229651,3.609266406,3.593324898,3.759615342,3.615457937,3.903546222,4.16421504,3.699561344,3.743878608,3.973025794,3.541830695,3.615457937,3.83918043,3.537150817,3.740257947,3.807694581
SFRP2,9.076436028,10.10273972,8.08548836,7.475209331,10.10934218,7.080488582,8.091167509,10.51384121,7.847985418,8.616762484,7.7509319,7.417936271,5.528235863,8.331349148,7.2982093,7.980702264,7.045150305,8.224908996,5.794879858,9.370617859,8.284446423,6.643236289,7.677873347,8.05314631,5.883102561,8.131414149,7.109752265,6.669023746,6.440883084,6.897705122,6.244025089,7.311223523,5.587644397,5.255860176,7.863258759,7.067239817,10.47491213,9.444132209,7.888251461,6.948115698,9.100357037,7.450586847,8.863264392
KLK6,5.139948862,5.074947432,4.848990949,5.340757156,5.851933156,5.124383706,5.668089876,5.342669809,5.575665637,5.257179552,5.493734938,4.768379178,5.181195926,5.339917569,5.507975166,5.84363111,5.860006778,5.168848917,5.30489797,5.083438995,5.434392706,5.451833373,5.632650657,4.578168527,5.641754872,5.347549145,5.402402288,5.378752643,6.118375823,5.45856276,5.434865944,5.520049125,5.825956437,5.409171448,5.378932141,5.569966097,5.494839335,5.810977995,5.165568419,5.559576933,5.401210067,5.407203648,5.427124876
OTX2,4.362221441,4.629134345,4.634682993,4.177007508,4.224952969,4.607429835,4.188763441,4.244304511,4.304311586,4.171887802,4.069037184,4.222451345,4.442632954,4.398040953,4.20204995,4.235530317,4.232937399,4.344764795,4.283372624,4.186907312,4.269737146,4.112040746,3.971872985,4.518900613,4.040460353,4.043653869,4.216573347,4.483920996,4.471936377,4.434460915,4.442282749,4.369260444,4.415836886,4.358892739,4.25157344,4.522386258,4.403092161,4.2768293,4.357974874,4.45410799,4.37800476,4.287709248,4.454369953
SLCO2A1,10.32995285,9.67735317,10.13151601,10.4678743,10.44644223,9.47389663,10.32749459,10.33885043,10.50351837,10.20745729,10.08584555,10.76536651,10.00057358,10.53629548,9.830332088,10.50038613,10.5916169,9.705128294,10.13804435,9.900163335,9.951006215,10.16357391,9.98062427,10.56747215,9.53109821,10.58505362,10.6843695,10.58129756,10.50038613,9.788705947,10.02635699,10.47579619,9.821446526,9.640440204,10.27678953,10.06430389,10.73513902,9.918049961,10.01410492,9.875699588,10.07890013,10.22025895,9.519606189
