,ind002,ind003,ind005,ind006,ind011,ind012,ind017,ind024,ind027,ind028,ind030,ind032,ind033,ind036,ind037,ind039,ind040,ind041,ind042,ind043,ind044,ind048,ind050,ind053,ind056,ind058,ind062,ind065,ind066,ind067,ind068,ind069,ind080,ind084,ind085,ind093,ind094,ind095,ind096,ind097,ind098,ind099,ind100
TMEM70,7.118952608,6.663821828,7.268137634,7.138997407,6.893973237,6.977721527,7.189004184,7.035549773,7.053663361,7.222583342,6.82876792,6.996423582,7.040030364,6.877380489,7.142975608,7.234815148,7.174693828,7.987566989,7.076013063,6.762984854,6.822740005,6.809211389,7.013441362,6.721315986,6.965855002,7.251136716,6.811634088,7.235693385,6.919782294,7.114406241,6.646719453,7.120724436,7.148752178,6.765581721,7.732662215,6.891169954,6.936120167,6.866149517,6.817829558,7.139482477,6.775460852,7.405205266,7.150452022
CYP27C1,5.971163852,5.329820454,5.394883948,5.685487311,5.743860993,5.640973798,5.847224925,5.638874004,5.457908284,5.782912632,5.588920814,5.357042987,5.651843425,5.597342112,5.204827708,5.832714974,5.292972063,5.367611439,5.529000888,5.242966733,5.404190525,5.267425771,5.442677086,5.210130524,4.971952091,5.468242249,5.249846929,5.786521249,5.344358026,5.49358384,4.982983243,5.168275374,5.689685645,5.806704183,5.398680542,5.29029288,5.592488835,5.561625758,5.819222905,5.427234134,5.371274618,5.660576616,5.534945463
SDR39U1,5.297870486,5.153347458,5.67401436,5.391985762,5.597957059,5.54245507,5.283902167,5.45986382,5.557024361,4.951317986,5.435915835,5.548173783,5.54540859,5.661434388,5.425875143,5.594441479,5.197315719,5.383552196,5.249325758,5.373762406,5.111248058,5.003159932,5.253503923,5.351386412,4.498558132,5.31195698,5.058612436,5.326246114,5.31385738,5.497975894,5.314687406,5.208835835,5.045168227,5.050131696,5.533673815,5.559638173,4.94028484,4.833459217,5.324212958,5.164275537,5.479664949,5.046292954,4.973088721
C16orf89,7.295442717,6.696368969,7.593789446,7.67186341,5.379540866,8.01852432,6.280464535,6.389954129,6.424021045,6.228314375,6.950808276,7.102357408,5.960334899,6.414213382,6.978752307,7.045683978,6.796062035,6.544825697,7.317962116,6.546068112,5.75441202,5.023373271,4.471443875,7.185365952,4.183349825,6.980188103,6.483690503,5.757810214,5.928840692,6.641095619,7.130096219,6.002478929,4.654739057,7.349950871,7.14161745,6.801122851,7.277105945,8.561480485,7.597902094,7.517931137,7.864142867,6.809269005,5.755579793
TNFAIP3,8.177971978,7.806153416,7.148408307,7.543096892,7.237404137,7.794518402,7.566962972,8.828388484,7.712489567,7.128995562,8.124064819,8.2633258,7.89852273,7.496289968,7.738935312,7.094341779,7.105923018,6.605573173,5.752293087,8.407723861,7.961836093,8.721968869,7.474071935,7.135542958,7.273694229,7.372367096,7.79888571,7.594571578,7.197556354,7.686439101,7.120299926,8.111447056,6.810123672,8.432417914,7.108878937,6.848817014,7.83749325,6.473668251,6.968241148,7.771555104,8.000761038,7.665923592,7.410629033
NGF,4.886067455,4.424111828,4.686024895,5.477625409,5.771240054,4.554961486,4.63865882,4.978712669,4.649505849,5.213010901,4.325779304,5.101721537,4.380024864,5.563653262,4.528561168,5.596570227,4.395917401,4.674490011,4.353396708,4.817917139,4.449991054,4.529820316,4.581910065,3.807694581,4.444515717,4.654529293,4.782059106,4.099470292,4.500532278,4.66154626,4.661964543,4.476578977,4.674901905,4.325026892,4.623260261,4.643973025,5.084190465,5.126650591,5.408960634,4.395917401,4.825783886,4.948057003,5.421110486
DLL3,4.444587412,5.082215336,4.296703209,4.331357897,4.242376228,4.838565059,4.519739184,4.908293232,4.654217166,4.850776629,5.097874192,5.203780396,4.625615709,5.065916213,5.208773124,4.797940922,5.009568664,4.979839956,4.840858159,4.712033999,4.775049742,4.826251257,4.828339047,4.928296707,5.329994219,4.374590537,5.17605907,4.981835727,4.816899007,4.754671785,4.273203138,5.146382154,4.794163687,4.716570199,4.739579243,4.776621316,4.944271162,4.352956013,4.380632499,4.712253289,5.019919538,4.769048974,4.497069705
UBQLN1,8.00169988,7.906597742,7.93073689,8.000460455,7.697286003,8.155696908,8.101062282,7.724139022,7.79599483,8.083215563,8.187744784,7.958081327,7.767853939,8.089053475,8.298909645,8.037579463,7.862974777,8.046868821,7.848429788,8.130765376,7.988260515,8.345035433,8.148743601,8.074692843,8.607215057,7.726169562,8.278807586,7.404381613,8.192076134,8.270541839,8.160430029,8.007027627,8.278480712,8.455204977,7.975850578,8.112320893,8.148096095,7.810937562,8.401232232,8.644533743,7.823117424,7.934169812,7.255726187
TMEM127,6.595859044,7.079217399,7.304962616,7.342236475,6.906816938,6.749947185,6.533111181,6.709068058,6.814030058,6.784288248,6.905168537,6.832787346,6.773103087,6.999057226,6.57357835,6.889888476,7.40666122,5.40475514,5.787392551,6.545777817,5.828169558,6.305766927,6.875355121,6.071366002,7.191640985,7.014860663,6.486007035,6.216200294,6.82632356,6.246070353,5.476784992,6.765114326,7.136914877,6.708116263,6.877571298,5.337213888,6.250354296,5.712199582,6.02281447,6.839710602,6.784040878,6.525719597,6.963261188
RBAK,5.287929914,5.368338662,4.550648748,4.650278461,5.044214584,5.386753695,5.507843224,4.523244788,5.032778453,4.268220206,4.783773489,4.696264028,4.380024864,4.504613488,4.666020981,5.182188507,4.878129542,5.053558316,5.163730527,5.228317913,5.358929498,5.13234996,5.332574629,5.473824162,5.559768523,5.03980567,5.358193959,4.954616883,5.233576024,5.438857961,5.067009498,5.429888246,5.004992087,5.086720744,4.37401745,4.041373005,4.546951415,4.538356825,4.705478815,4.6844875,4.726019524,4.946176433,4.710020181
DAZ3,5.277337557,5.138220739,5.394883948,5.238096599,4.835654854,5.177556989,5.076301011,5.028990235,5.536358608,4.555852531,5.042958726,4.900476374,5.310253912,4.841104356,5.040906819,5.182188507,5.077729354,5.268969532,5.00285904,5.453514351,5.240854918,5.044914749,5.100983601,4.984487875,5.231866204,4.748805471,5.082639866,5.310857094,5.154923246,5.19182952,5.241835618,5.365631467,5.016376811,5.194000488,5.200504699,5.23381854,5.284259145,5.368145231,5.242790906,5.146756417,5.196232005,4.904945581,5.082221897
RNASEL,7.870411048,8.18526608,7.794598583,7.920696923,7.682551437,7.659004507,8.128759623,7.779472365,8.188682761,7.655620763,7.803326792,7.915654552,8.165955588,8.262290933,8.065966267,8.123660716,7.888115486,7.912899721,7.524943468,7.760550896,7.679325134,8.071595612,7.78871221,8.033565573,7.96017956,7.940896102,7.8341276,7.506889333,7.645646535,8.097278867,7.24713742,7.978417811,7.729730318,7.954980231,8.046699353,8.082239523,8.003954289,7.637764726,7.964754422,7.688896541,8.00205584,8.024996187,7.935450608
PLCD1,6.172967436,6.617555074,6.546317195,6.79463725,6.570980201,6.985031484,6.418364849,6.469479408,6.392725475,6.195891654,6.683543079,6.587579254,6.699702581,6.403325497,6.487125896,6.649808556,6.363004154,5.591445963,6.173477399,6.372650132,6.724397674,5.906357536,6.594834602,6.545315765,6.211186329,6.542753843,6.337604366,7.073563456,6.439665201,6.335996014,5.762213264,6.522187384,5.452836994,5.998381725,6.169436037,5.446619843,5.556917526,5.621560812,6.179791142,5.573818443,6.394562753,6.101846573,6.143669806
PCLO,5.310754969,5.368338662,4.938027481,5.154564446,5.621664421,5.312131013,5.052773383,5.385072596,5.381687503,5.310367889,5.639896569,5.306886465,5.367406816,5.179891811,5.251743653,5.025570465,5.332894787,4.941960469,5.23135459,5.309645899,5.538020723,5.180225087,5.379536078,5.072777835,5.148946268,5.133357414,5.177621661,5.108366429,5.248417023,5.082290121,5.112982494,5.021486647,5.211817197,5.111210391,5.04722543,5.329088282,4.909954165,5.226270047,5.094685944,5.131174383,4.999360145,5.068395707,5.172767239
PRKCA,7.85950353,8.16407934,7.893010263,8.546361857,8.963483453,7.835525263,7.905021811,8.256972886,8.426642369,8.495071616,8.195031488,8.112638252,8.444589079,8.318380989,7.93915721,8.205997566,8.067300484,7.906467526,8.16162039,8.075624686,8.337651202,7.677279194,8.142299578,8.381185304,8.039369697,8.42944196,7.917405369,8.132691966,7.884705603,7.958407118,8.107000628,8.325087811,8.529753008,7.965449403,7.981619732,8.075624686,8.00556549,8.295326912,7.734727643,7.867034242,8.027117697,8.429772519,8.496734468
STARD8,5.745683802,6.551582367,6.882058946,5.882656696,6.789559745,6.07506172,6.214220056,6.302663141,6.216101258,6.068251869,6.183923098,6.514362331,6.155994445,6.237809439,5.670602602,5.852882099,5.146894303,5.333571025,5.681450514,6.015576258,5.630520212,5.278975614,5.831497247,5.660838154,4.500059766,5.310464753,5.590705942,5.370470016,5.441326133,5.300926193,5.214055739,5.346596222,5.280831534,5.589714713,5.683932873,5.20460572,6.118870022,5.43924461,5.721335122,5.459094413,5.969463528,5.667666434,5.976660261
TSC2,6.372633501,6.259348041,6.17893079,6.328191211,6.235900671,6.317608747,6.296175606,6.227356418,6.35797081,6.455846032,6.207223903,6.260458125,6.19489305,6.597023033,6.361857426,6.344577796,6.61617961,6.787889647,6.952447314,6.426284953,6.372928315,6.58168396,6.417734516,6.816369822,6.415461333,6.303036168,6.719975753,6.563611095,6.585366794,6.389970254,6.712057169,6.384531562,6.284876399,6.651533259,6.57864547,7.143285367,6.498208179,6.648672878,6.556756068,6.286261018,6.38356718,6.11152049,6.360163449
NELL1,5.528066317,6.269125357,6.044532204,6.39384122,6.016454565,5.654006369,6.016293644,5.816491973,6.509742662,6.145053868,6.443981385,5.926249375,5.972157426,5.646962179,5.589831327,5.87326107,5.442916337,5.446035504,5.986473256,6.268050546,5.686918375,5.945318727,7.080755497,5.801375378,6.167117486,5.833676911,6.898417438,5.672271117,6.221633273,6.02170282,5.668277862,5.802111252,6.178670897,5.666170879,6.63017485,5.882203203,6.090866782,5.442147719,6.57357835,6.318461181,5.841775526,5.994534645,6.116128857
